"id" "species" "tot_photo" "nederNaam" "group" "family"
"2136" "Sideridis reticulata" "271" "gelijnde silene-uil" "macro" "Noctuidae"
"2137" "Sideridis rivularis" "716" "gevorkte silene-uil" "macro" "Noctuidae"
"2138" "Sideridis turbida" "308" "tandjesuil" "macro" "Noctuidae"
"2139" "Siederia listerella" "0" "buikige zakdrager" "micro" "Psychidae"
"2140" "Simyra albovenosa" "253" "kleine rietvink" "macro" "Noctuidae"
"2141" "Siona lineata" "529" "vals witje" "macro" "Geometridae"
"2142" "Sitochroa palealis" "0" "bruidsmot" "micro" "Crambidae"
"2143" "Sitochroa verticalis" "0" "fijne golfbandmot" "micro" "Crambidae"
"2144" "Sitotroga cerealella" "0" "graanmot" "micro" "Gelechiidae"
"2145" "Smerinthus ocellata" "0" "pauwoogpijlstaart" "macro" "Sphingidae"
"2146" "Sophronia semicostella" "0" "bruine zoompalpmot" "micro" "Gelechiidae"
"2147" "Sorhagenia janiszewskae" "0" "wegedoorntwijgmot" "micro" "Cosmopterigidae"
"2148" "Sorhagenia rhamniella" "0" "wegedoornknopmot" "micro" "Cosmopterigidae"
"2149" "Spaelotis ravida" "0" "donkere aarduil" "macro" "Noctuidae"
"2150" "Spargania luctuata" "30" "witbandspanner" "macro" "Geometridae"
"2151" "Sparganothis pilleriana" "0" "puntsnuitbladroller" "micro" "Tortricidae"
"2152" "Spatalistis bifasciana" "0" "azuurbladroller" "micro" "Tortricidae"
"2153" "Sphinx ligustri" "885" "ligusterpijlstaart" "macro" "Sphingidae"
"2154" "Sphinx pinastri" "923" "dennenpijlstaart" "macro" "Sphingidae"
"2155" "Spilonota laricana" "0" "bonte lariksbladroller" "micro" "Tortricidae"
"2156" "Spilonota ocellana" "0" "rode knopbladroller" "micro" "Tortricidae"
"2157" "Spilosoma lubricipeda" "937" "witte tijger" "macro" "Erebidae"
"2158" "Spilosoma lutea" "967" "gele tijger" "macro" "Erebidae"
"2159" "Spilosoma urticae" "371" "sneeuwbeer" "macro" "Erebidae"
"2160" "Spodoptera exigua" "219" "florida-uil" "macro" "Noctuidae"
"2161" "Spodoptera littoralis" "0" "katoenuil" "macro" "Noctuidae"
"2162" "Spoladea recurvalis" "0" "spinaziemot" "micro" "Crambidae"
"2163" "Spuleria flavicaput" "0" "geelkopmot" "micro" "Elachistidae"
"2164" "Spulerina simploniella" "0" "eikenbaststeltmot" "micro" "Gracillariidae"
"2165" "Stathmopoda pedella" "0" "pootmot" "micro" "Stathmopodidae"
"2166" "Stauropus fagi" "684" "eekhoorn" "macro" "Notodontidae"
"2167" "Stegania cararia" "23" "zoomvlekspanner" "macro" "Geometridae"
"2168" "Stegania trimaculata" "947" "drievlekspanner" "macro" "Geometridae"
"2169" "Stenolechia gemmella" "0" "eikenpalpmot" "micro" "Gelechiidae"
"2170" "Stenolechiodes pseudogemmellus" "0" "vroege eikenpalpmot" "micro" "Gelechiidae"
"2171" "Stenoptilia bipunctidactyla" "0" "tweevlekvedermot" "micro" "Pterophoridae"
"2172" "Stenoptilia pneumonanthes" "0" "gentiaanvedermot" "micro" "Pterophoridae"
"2173" "Stenoptilia pterodactyla" "0" "ereprijsvedermot" "micro" "Pterophoridae"
"2174" "Stenoptilia stigmatodactylus" "0" "schuinstipvedermot" "micro" "Pterophoridae"
"2175" "Stenoptilia zophodactylus" "0" "duizendguldenkruidvedermot" "micro" "Pterophoridae"
"2176" "Stenoptinea cyaneimarmorella" "0" "azuurblauwmot" "micro" "Tineidae"
"2177" "Stephensia brunnichella" "0" "halsbandmineermot" "micro" "Elachistidae"
"2178" "Sterrhopterix fusca" "0" "grijze heidezakdrager" "micro" "Psychidae"
"2179" "Stictea mygindiana" "0" "bosbeslijnbladroller" "micro" "Tortricidae"
"2180" "Stigmella aceris" "0" "akenmineermot" "micro" "Nepticulidae"
"2181" "Stigmella aeneofasciella" "0" "messingbandmineermot" "micro" "Nepticulidae"
"2182" "Stigmella alnetella" "0" "zwartkraagelzenmineermot" "micro" "Nepticulidae"
"2183" "Stigmella anomalella" "0" "bruine rozenmineermot" "micro" "Nepticulidae"
"2184" "Stigmella assimilella" "0" "ratelpopuliermineermot" "micro" "Nepticulidae"
"2185" "Stigmella atricapitella" "0" "zwartkopeikenmineermot" "micro" "Nepticulidae"
"2186" "Stigmella aurella" "0" "goudbandmineermot" "micro" "Nepticulidae"
"2187" "Stigmella basiguttella" "0" "boogjeseikenmineermot" "micro" "Nepticulidae"
"2188" "Stigmella betulicola" "0" "sociale berkenmineermot" "micro" "Nepticulidae"
"2189" "Stigmella carpinella" "0" "haagbeukmineermot" "micro" "Nepticulidae"
"2190" "Stigmella catharticella" "0" "wegedoornmineermot" "micro" "Nepticulidae"
"2191" "Stigmella centifoliella" "0" "bandrozenmineermot" "micro" "Nepticulidae"
"2192" "Stigmella confusella" "0" "donkere berkenmineermot" "micro" "Nepticulidae"
"2193" "Stigmella continuella" "0" "groene berkenmineermot" "micro" "Nepticulidae"
"2194" "Stigmella crataegella" "0" "zuidelijke meidoornmineermot" "micro" "Nepticulidae"
"2195" "Stigmella filipendulae" "0" "spireamineermot" "micro" "Nepticulidae"
"2196" "Stigmella floslactella" "0" "hazelaarmineermot" "micro" "Nepticulidae"
"2197" "Stigmella freyella" "0" "windemineermot" "micro" "Nepticulidae"
"2198" "Stigmella glutinosae" "0" "witkraagelzenmineermot" "micro" "Nepticulidae"
"2199" "Stigmella hemargyrella" "0" "zilverbandbeukenmineermot" "micro" "Nepticulidae"
"2200" "Stigmella hybnerella" "0" "meidoornmineermot" "micro" "Nepticulidae"
"2201" "Stigmella incognitella" "0" "appelhoekmineermot" "micro" "Nepticulidae"
"2202" "Stigmella lapponica" "0" "vroege berkenmineermot" "micro" "Nepticulidae"
"2203" "Stigmella lemniscella" "0" "iepenbladrandmineermot" "micro" "Nepticulidae"
"2204" "Stigmella luteella" "0" "late berkenmineermot" "micro" "Nepticulidae"
"2205" "Stigmella magdalenae" "0" "grijze lijsterbesmineermot" "micro" "Nepticulidae"
"2206" "Stigmella malella" "0" "appelbladmineermot" "micro" "Nepticulidae"
"2207" "Stigmella microtheriella" "0" "maagdelijke mineermot" "micro" "Nepticulidae"
"2208" "Stigmella minusculella" "0" "minuscule perenmineermot" "micro" "Nepticulidae"
"2209" "Stigmella myrtillella" "0" "bosbesmineermot" "micro" "Nepticulidae"
"2210" "Stigmella naturnella" "0" "zuidelijke berkenmineermot" "micro" "Nepticulidae"
"2211" "Stigmella nivenburgensis" "0" "smalle wilgenmineermot" "micro" "Nepticulidae"
"2212" "Stigmella nylandriella" "0" "gewone lijsterbesmineermot" "micro" "Nepticulidae"
"2213" "Stigmella obliquella" "0" "schietwilgmineermot" "micro" "Nepticulidae"
"2214" "Stigmella oxyacanthella" "0" "boogjesmineermot" "micro" "Nepticulidae"
"2215" "Stigmella perpygmaeella" "0" "meidoornhoekmineermot" "micro" "Nepticulidae"
"2216" "Stigmella plagicolella" "0" "pruimenballonmot" "micro" "Nepticulidae"
"2217" "Stigmella poterii" "0" "tormentilmineermot" "micro" "Nepticulidae"
"2218" "Stigmella prunetorum" "0" "spiraalmineermot" "micro" "Nepticulidae"
"2219" "Stigmella pyri" "0" "perenbladmineermot" "micro" "Nepticulidae"
"2220" "Stigmella regiella" "0" "veelkleurige mineermot" "micro" "Nepticulidae"
"2221" "Stigmella roborella" "0" "gewone eikenmineermot" "micro" "Nepticulidae"
"2222" "Stigmella ruficapitella" "0" "variabele eikenmineermot" "micro" "Nepticulidae"
"2223" "Stigmella sakhalinella" "0" "bladrandberkenmineermot" "micro" "Nepticulidae"
"2224" "Stigmella salicis" "0" "gewone wilgenmineermot" "micro" "Nepticulidae"
"2225" "Stigmella samiatella" "0" "bruine eikenmineermot" "micro" "Nepticulidae"
"2226" "Stigmella sorbi" "0" "lijsterbesblaasmijnmot" "micro" "Nepticulidae"
"2227" "Stigmella speciosa" "0" "esdoornmineermot" "micro" "Nepticulidae"
"2228" "Stigmella splendidissimella" "0" "bosbramenmineermot" "micro" "Nepticulidae"
"2229" "Stigmella svenssoni" "0" "Svenssons' eikenmineermot" "micro" "Nepticulidae"
"2230" "Stigmella tiliae" "0" "lindemineermot" "micro" "Nepticulidae"
"2231" "Stigmella tityrella" "0" "zigzagbeukenmineermot" "micro" "Nepticulidae"
"2232" "Stigmella trimaculella" "0" "populierenmineermot" "micro" "Nepticulidae"
"2233" "Stigmella ulmivora" "0" "iepenmineermot" "micro" "Nepticulidae"
"2234" "Stigmella zelleriella" "0" "Snellens' mineermot" "micro" "Nepticulidae"
"2235" "Strophedra nitidana" "0" "zwarte eikenbladroller" "micro" "Tortricidae"
"2236" "Strophedra weirana" "0" "beukenbladroller" "micro" "Tortricidae"
"2237" "Subacronicta megacephala" "977" "schilddrager" "macro" "Noctuidae"
"2238" "Sunira circellaris" "0" "bruine herfstuil" "macro" "Noctuidae"
"2239" "Swammerdamia caesiella" "0" "egale duifmot" "micro" "Yponomeutidae"
"2240" "Swammerdamia pyrella" "0" "duifmot" "micro" "Yponomeutidae"
"2241" "Symmoca signatella" "0" "geen Nederlandse naam" "micro" "xxx"
"2242" "Synanthedon andrenaeformis" "25" NA NA NA
"2243" "Synanthedon andrenaeformis " "0" "sneeuwbalwespvlinder" "macro" "Sesiidae"
"2244" "Synanthedon culiciformis" "77" "berkenglasvlinder" "macro" "Sesiidae"
"2245" "Synanthedon formicaeformis" "759" "wilgenwespvlinder" "macro" "Sesiidae"
"2246" "Synanthedon myopaeformis" "298" "appelglasvlinder" "macro" "Sesiidae"
"2247" "Synanthedon scoliaeformis" "5" NA NA NA
"2248" "Synanthedon scoliaeformis	" "0" "grote berkenwespvlinder" "macro" "Sesiidae"
"2249" "Synanthedon spheciformis" "217" "elzenwespvlinder" "macro" "Sesiidae"
"2250" "Synanthedon spuleri" "0" "spulers wespvlinder" "macro" "Sesiidae"
"2251" "Synanthedon tipuliformis" "522" "bessenglasvlinder" "macro" "Sesiidae"
"2252" "Synanthedon vespiformis" "319" "eikenwespvlinder" "macro" "Sesiidae"
"2253" "Synaphe punctalis" "0" "pinokkiomot" "micro" "Pyralidae"
"2254" "Syndemis musculana" "0" "struikbladroller" "micro" "Tortricidae"
"2255" "Syngrapha interrogationis" "4" "schijn-gamma-uil" "macro" "Noctuidae"
"2256" "Synopsia sociaria" "0" "zuidelijke spikkelspanner" "macro" "Geometridae"
"2257" "Synthymia fixa" "0" "gouden daguil" "macro" "Noctuidae"
"2258" "Taleporia tubulosa" "0" "sigaarzakdrager" "micro" "Psychidae"
"2259" "Tathorhynchus exsiccata" "0" "zuidelijke wikke-uil" "macro" "Erebidae"
"2260" "Tebenna micalis" "0" "zilveroogje" "micro" "Choreutidae"
"2261" "Teleiodes flavimaculella" "0" "donkere maanpalpmot" "micro" "Gelechiidae"
"2262" "Teleiodes luculella" "0" "maanpalpmot" "micro" "Gelechiidae"
"2263" "Teleiodes saltuum" "0" "korrelpalpmot" "micro" "Gelechiidae"
"2264" "Teleiodes vulgella" "0" "gammapalpmot" "micro" "Gelechiidae"
"2265" "Teleiodes wagae" "0" "lichte korrelpalpmot" "micro" "Gelechiidae"
"2266" "Teleiopsis diffinis" "0" "fraaie korrelpalpmot" "micro" "Gelechiidae"
"2267" "Tenaga nigripunctella" "0" "antennemot" "micro" "Tineidae"
"2268" "Tethea ocularis" "922" "peppel-orvlinder" "macro" "Drepanidae"
"2269" "Tethea or" "948" "orvlinder" "macro" "Drepanidae"
"2270" "Tetheella fluctuosa" "527" "berken-orvlinder" "macro" "Drepanidae"
"2271" "Tetramoera langmaidi" "0" "bamboebladroller" "micro" "Tortricidae"
"2272" "Thalera fimbrialis" "248" "geblokte zomervlinder" "macro" "Geometridae"
"2273" "Thalpophila matura" "786" "geelvleugeluil" "macro" "Noctuidae"
"2274" "Thaumatotibia leucotreta" "0" "afrikaanse fruitmot" "micro" "Tortricidae"
"2275" "Thaumetopoea processionea" "878" "eikenprocessierups" "macro" "Notodontidae"
"2276" "Thera britannica" "56" "schijn-sparspanner" "macro" "Geometridae"
"2277" "Thera cupressata" "12" "cipresspanner" "macro" "Geometridae"
"2278" "Thera juniperata" "905" "jeneverbesspanner" "macro" "Geometridae"
"2279" "Thera obeliscata" "928" "naaldboomspanner" "macro" "Geometridae"
"2280" "Thera variata" "1" "sparspanner" "macro" "Geometridae"
"2281" "Thera vetustata" "0" "witte sparspanner" "macro" "Geometridae"
"2282" "Theresimima ampellophaga" "0" "wingerdmetaalvlinder" "macro" "Zygaenidae"
"2283" "Theria primaria" "318" "meidoornspanner" "macro" "Geometridae"
"2284" "Theria rupicapraria" "101" "late meidoornspanner" "macro" "Geometridae"
"2285" "Thiodia citrana" "0" "citroenbladroller" "micro" "Tortricidae"
"2286" "Thiotricha subocellea" "0" "kustoogje" "micro" "Gelechiidae"
"2287" "Thisanotia chrysonuchella" "0" "duingrasmot" "micro" "Crambidae"
"2288" "Tholera cespitis" "210" "donkere grasuil" "macro" "Noctuidae"
"2289" "Tholera decimalis" "608" "gelijnde grasuil" "macro" "Noctuidae"
"2290" "Thumatha senex" "621" "rondvleugelbeertje" "macro" "Erebidae"
"2291" "Thyatira batis" "927" "braamvlinder" "macro" "Drepanidae"
"2292" "Thyris fenestrella" "33" "bosrankvlinder" "macro" "Thyrididae"
"2293" "Thysanoplusia orichalcea" "10" "zuidelijke koperuil" "macro" "Noctuidae"
"2294" "Tiliacea aurago" "639" "saffraangouduil" "macro" "Noctuidae"
"2295" "Tiliacea citrago" "255" "lindegouduil" "macro" "Noctuidae"
"2296" "Timandra comae" "906" "lieveling" "macro" "Geometridae"
"2297" "Tinagma balteolella" "0" "witvleklepelmot" "micro" "Douglasiidae"
"2298" "Tinagma ocnerostomella" "0" "dwerglepelmot" "micro" "Douglasiidae"
"2299" "Tinagma perdicella" "0" "lepelmot" "micro" "Douglasiidae"
"2300" "Tinea columbariella" "0" "egale pelsmot" "micro" "Tineidae"
"2301" "Tinea dubiella" "0" "bruine pelsmot" "micro" "Tineidae"
"2302" "Tinea pallescentella" "0" "grote pelsmot" "micro" "Tineidae"
"2303" "Tinea pellionella" "0" "gewone pelsmot" "micro" "Tineidae"
"2304" "Tinea semifulvella" "0" "auroramot" "micro" "Tineidae"
"2305" "Tinea trinotella" "0" "gele pelsmot" "micro" "Tineidae"
"2306" "Tineola bisselliella" "0" "klerenmot" "micro" "Tineidae"
"2307" "Tischeria decidua" "0" "hoefijzervlekmot" "micro" "Tischeriidae"
"2308" "Tischeria dodonaea" "0" "bruine eikenvlekmot" "micro" "Tischeriidae"
"2309" "Tischeria ekebladella" "0" "gewone eikenvlekmot" "micro" "Tischeriidae"
"2310" "Tortricodes alternella" "0" "voorjaarsbladroller" "micro" "Tortricidae"
"2311" "Tortrix viridana" "0" "groene eikenbladroller" "micro" "Tortricidae"
"2312" "Trachea atriplicis" "908" "meldevlinder" "macro" "Noctuidae"
"2313" "Triaxomera fulvimitrella" "0" "nonnetjeszwammot" "micro" "Tineidae"
"2314" "Triaxomera parasitella" "0" "zwammenmot" "micro" "Tineidae"
"2315" "Trichiura crataegi" "110" "grijsbandspinner" "macro" "Lasiocampidae"
"2316" "Trichophaga tapetzella" "0" "tapijtmot" "micro" "Tineidae"
"2317" "Trichoplusia ni" "34" "ni-uil" "macro" "Noctuidae"
"2318" "Trichopteryx carpinata" "763" "vroege blokspanner" "macro" "Geometridae"
"2319" "Trichopteryx polycommata" "96" "ligusterblokspanner" "macro" "Geometridae"
"2320" "Trifurcula cryptella" "0" "eenvlekrolklavermineermot" "micro" "Nepticulidae"
"2321" "Trifurcula eurema" "0" "gebandeerde rolklavermineermot" "micro" "Nepticulidae"
"2322" "Trifurcula immundella" "0" "gewone drievorkmot" "micro" "Nepticulidae"
"2323" "Trifurcula squamatella" "0" "grote drievorkmot" "micro" "Nepticulidae"
"2324" "Trifurcula subnitidella" "0" "geelvlekdrievorkmot" "micro" "Nepticulidae"
"2325" "Triodia sylvina" "903" "oranje wortelboorder" "macro" "Hepialidae"
"2326" "Triphosa dubitata" "50" "grote boomspanner" "macro" "Geometridae"
"2327" "Trisateles emortualis" "282" "geellijnsnuituil" "macro" "Erebidae"
"2328" "Tuta absoluta" "0" "tomatenmineermot" "micro" "Gelechiidae"
"2329" "Tyria jacobaeae" "770" "sint-jacobsvlinder" "macro" "Erebidae"
"2330" "Tyta luctuosa" "6" "akkerwinde-uil" "macro" "Noctuidae"
"2331" "Udea ferrugalis" "0" "oranje kruidenmot" "micro" "Crambidae"
"2332" "Udea fulvalis" "0" "zuidelijke kruidenmot" "micro" "Crambidae"
"2333" "Udea lutealis" "0" "witte kruidenmot" "micro" "Crambidae"
"2334" "Udea olivalis" "0" "witvlekkruidenmot" "micro" "Crambidae"
"2335" "Udea prunalis" "0" "grijze kruidenmot" "micro" "Crambidae"
"2336" "Uresiphita gilvata" "0" "geelvleugelmot" "micro" "Crambidae"
"2337" "Utetheisa pulchella" "9" "prachtbeer" "macro" "Erebidae"
"2338" "Violaphotia molothina" "0" "grijze heideuil" "macro" "Noctuidae"
"2339" "Vitula biviella" "0" "katjeslichtmot" "micro" "Pyralidae"
"2340" "Vitula serratilineella" "0" "Vitula edmandsii" "micro" "Pyralidae"
"2341" "Watsonalla binaria" "941" "gele eenstaart" "macro" "Drepanidae"
"2342" "Watsonalla cultraria" "947" "beukeneenstaart" "macro" "Drepanidae"
"2343" "Wheeleria spilodactylus" "0" "malrovevedermot" "micro" "Pterophoridae"
"2344" "Whittleia retiella" "0" "kustzakdrager" "micro" "Psychidae"
"2345" "Xanthia gilvago" "722" "iepengouduil" "macro" "Noctuidae"
"2346" "Xanthia icteritia" "571" "gewone gouduil" "macro" "Noctuidae"
"2347" "Xanthia ocellaris" "521" "populierengouduil" "macro" "Noctuidae"
"2348" "Xanthia ruticilla" "216" NA NA NA
"2349" "Xanthia togata" "931" "wilgengouduil" "macro" "Noctuidae"
"2350" "Xanthorhoe biriviata" "105" "springzaadbandspanner" "macro" "Geometridae"
"2351" "Xanthorhoe designata" "886" "koolbandspanner" "macro" "Geometridae"
"2352" "Xanthorhoe ferrugata" "948" "vierbandspanner" "macro" "Geometridae"
"2353" "Xanthorhoe fluctuata" "928" "zwartbandspanner" "macro" "Geometridae"
"2354" "Xanthorhoe montanata" "905" "geoogde bandspanner" "macro" "Geometridae"
"2355" "Xanthorhoe quadrifasiata" "113" "grote vierbandspanner" "macro" "Geometridae"
"2356" "Xanthorhoe spadicearia" "416" "bruine vierbandspanner" "macro" "Geometridae"
"2357" "Xenolechia aethiops" "0" "dopheidezwerfmot" "micro" "Gelechiidae"
"2358" "Xestia agathina" "200" "late heide-uil" "macro" "Noctuidae"
"2359" "Xestia baja" "506" "bruine zwartstipuil" "macro" "Noctuidae"
"2360" "Xestia c-nigrum" "936" "zwarte-c-uil" "macro" "Noctuidae"
"2361" "Xestia castanea" "76" "kastanjebruine uil" "macro" "Noctuidae"
"2362" "Xestia ditrapezium" "0" "trapeziumuil" "macro" "Noctuidae"
"2363" "Xestia sexstrigata" "291" "zesstreepuil" "macro" "Noctuidae"
"2364" "Xestia stigmatica" "0" "ruituil" "macro" "Noctuidae"
"2365" "Xestia triangulum" "908" "driehoekuil" "macro" "Noctuidae"
"2366" "Xestia xanthographa" "966" "vierkantvlekuil" "macro" "Noctuidae"
"2367" "Xylena exsoleta" "20" "roetvlek" "macro" "Noctuidae"
"2368" "Xylena solidaginis" "61" "bruine bosbesuil" "macro" "Noctuidae"
"2369" "Xylena vetusta" "36" "houtkleurige vlinder" "macro" "Noctuidae"
"2370" "Xylocampa areola" "878" "kamperfoelie-uil" "macro" "Noctuidae"
"2371" "Yponomeuta cagnagella" "0" "kardinaalsmutsstippelmot" "micro" "Yponomeutidae"
"2372" "Yponomeuta evonymella" "0" "vogelkersstippelmot" "micro" "Yponomeutidae"
"2373" "Yponomeuta irrorella" "0" "waasjesstippelmot" "micro" "Yponomeutidae"
"2374" "Yponomeuta malinellus" "0" "appelstippelmot" "micro" "Yponomeutidae"
"2375" "Yponomeuta padella" "0" "meidoornstippelmot" "micro" "Yponomeutidae"
"2376" "Yponomeuta plumbella" "0" "grootvlekstippelmot" "micro" "Yponomeutidae"
"2377" "Yponomeuta rorrella" "0" "wilgenstippelmot" "micro" "Yponomeutidae"
"2378" "Yponomeuta sedella" "0" "hemelsleutelstippelmot" "micro" "Yponomeutidae"
"2379" "Ypsolopha alpella" "0" "eikenspitskopmot" "micro" "Ypsolophidae"
"2380" "Ypsolopha dentella" "0" "bonte spitskopmot" "micro" "Ypsolophidae"
"2381" "Ypsolopha horridella" "0" "grijze spitskopmot" "micro" "Ypsolophidae"
"2382" "Ypsolopha lucella" "0" "oranje spitskopmot" "micro" "Ypsolophidae"
"2383" "Ypsolopha mucronella" "0" "smalvleugelspitskopmot" "micro" "Ypsolophidae"
"2384" "Ypsolopha nemorella" "0" "lichte spitskopmot" "micro" "Ypsolophidae"
"2385" "Ypsolopha parenthesella" "0" "witvlekspitskopmot" "micro" "Ypsolophidae"
"2386" "Ypsolopha scabrella" "0" "gelijnde spitskopmot" "micro" "Ypsolophidae"
"2387" "Ypsolopha sequella" "0" "panterspitskopmot" "micro" "Ypsolophidae"
"2388" "Ypsolopha sylvella" "0" "gele spitskopmot" "micro" "Ypsolophidae"
"2389" "Ypsolopha ustella" "0" "variabele spitskopmot" "micro" "Ypsolophidae"
"2390" "Ypsolopha vittella" "0" "zwartvlekspitskopmot" "micro" "Ypsolophidae"
"2391" "Zanclognatha lunalis" "72" "maansnuituil" "macro" "Erebidae"
"2392" "Zeiraphera griseana" "0" "grijze lariksbladroller" "micro" "Tortricidae"
"2393" "Zeiraphera isertana" "0" "grootkopbladroller" "micro" "Tortricidae"
"2394" "Zeiraphera ratzeburgiana" "0" "naaldboombladroller" "micro" "Tortricidae"
"2395" "Zeiraphera rufimitrana" "0" "roodkopbladroller" "micro" "Tortricidae"
"2396" "Zelleria hepariella" "0" "essenmineermot" "micro" "Yponomeutidae"
"2397" "Zelleria oleastrella" "0" "olijfmineermot" "micro" "Yponomeutidae"
"2398" "Zelotherses ferugana" "0" "" "micro" "Tortricidae"
"2399" "Zeuzera pyrina" "951" "gestippelde houtvlinder" "macro" "Cossidae"
"2400" "Zimmermannia liebwerdella" "0" "beukenbastmineermot" "micro" "Nepticulidae"
"2401" "Zophodia grossulariella" "0" "kruisbeslichtmot" "micro" "Pyralidae"
"2402" "Zygaena filipendulae" "913" "sint-jansvlinder" "macro" "Zygaenidae"
"2403" "Zygaena trifolii" "294" "vijfvlek-sint-jansvlinder" "macro" "Zygaenidae"
"2404" "Zygaena viciae" "8" "kleine sint-jansvlinder" "macro" "Zygaenidae"
